caso;plaza;geografía;estrato1;estrato1agrup;estrato2;partidogba;sexo;edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;pondedad;pondestudios;pondedadestudios;pondestrato1;pondedadestudiosestrato1;pondestudios2;pondedadestudiosestrato1estudios2;pondedad2;pondedadestudiosestrato1estudios2edad2;pondsexo;pondedadestudiosestrato1estudios2edad2sexo;pondestrato12;pondedadestudiosestrato1estudios2edad2sexoestrato12;imagen_larreta;imagen_macri;imagen_milei;imagen_cfk;imagen_massa;imagen_morales;imagen_bullrich;imagen_kicillof;imagen_santilli;imagen_grindetti;imagen_piparo;INTERÉS;PROBABILIDAD_DE_IR_A_VOTAR;VOTO_PARTIDO
806.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;11 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;10 - No sabe;2 - Es probable que corte boleta, aún no sé;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.849285733075025;0.8806494620402631;1.00540427420733;0.8854087332136662;0.998696387767693;0.8842545035584574;0.983517679752162;0.8696799376502138;0.997230630767761;0.8672714727889898;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Ns/Nc
1292.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;8 - No sabe / Está indeciso;11 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;7 - Ns/Nc;;4 - Ns/Nc;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;10 - No sabe;4 - No sabe / No contesta;4 - Muy negativa;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.849285733075025;0.9600530807729759;0.972752651427518;0.9338941798330694;0.998696387767693;0.9326767439565588;0.983517679752162;0.9173040671749559;0.997230630767761;0.9147637135147139;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Ns/Nc
73.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;1 - Hombre;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - No sabe/ no tiene opinión formada;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;9 - En blanco o no irá a votar;12 - En blanco o no irá a votar;8 - En blanco o no irá a votar;8 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;3 - Es poco probable que vaya a votar;4- Nada interesado;0.944133399209486;0.946902199620489;0.8940019924466316;0.849285733075025;0.7592631375255704;1.02984047456201;0.7819199098667741;1.00242436691201;0.783815570624097;1.01849078665879;0.7983089371203449;0.997230630767761;0.7960981249120623;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;NO INTERESADO;NO PROBABLE;Blanco/No irá a votar
1252.0;Zárate;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;4 - No sabe/ no tiene opinión formada;4 - No sabe;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;9 - En blanco o no irá a votar;12 - En blanco o no irá a votar;8 - En blanco o no irá a votar;8 - En blanco o no irá a votar;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;9 - En blanco o no irá a votar;6 - En blanco o no irá a votar;6 - En blanco o no irá a votar;9 - En blanco/ anulado/ impugnado;4 - No sabe / No contesta;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;3 - Es poco probable que vaya a votar;4- Nada interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.849285733075025;0.9600530807729759;0.972752651427518;0.9338941798330694;0.998696387767693;0.9326767439565588;1.01849078665879;0.9499226706506744;0.997230630767761;0.9472919840335681;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NO INTERESADO;NO PROBABLE;Blanco/No irá a votar
1049.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;5 - Ns/Nc;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;9 - En blanco o no irá a votar;12 - En blanco o no irá a votar;8 - En blanco o no irá a votar;8 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;9 - En blanco o no irá a votar;6 - En blanco o no irá a votar;6 - En blanco o no irá a votar;9 - En blanco/ anulado/ impugnado;3 - No, no cortaría boleta.;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.849285733075025;0.9600530807729759;0.972752651427518;0.9338941798330694;0.998696387767693;0.9326767439565588;1.01849078665879;0.9499226706506744;0.997230630767761;0.9472919840335681;NS/NC;NEGATIVA;NS/NC;POSITIVA;NS/NC;NS/NC;POSITIVA;NS/NC;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Blanco/No irá a votar
22.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;1 - Sí, seguramente corte boleta.;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.946902199620489;0.8940019924466316;1.86741843779239;1.6694758041179727;1.02984047456201;1.7192937543826463;1.00242436691201;1.7234619532727973;0.983517679752162;1.6950553014239906;0.997784803188562;1.6913004203250652;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;INTERESADO;PROBABLE;JXC
619.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;4 - No sabe;4 - No sabe;4 - No sabe;4 - No sabe;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - No sabe / Está indeciso;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;4 - No sabe / No contesta;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Muy positiva;3 - Es poco probable que vaya a votar;3 - Poco interesado;0.944133399209486;1.07233112362123;1.0124236288226396;1.86741843779239;1.890618551320076;0.972752651427518;1.839104208634657;1.00242436691201;1.8435628720258093;0.983517679752162;1.8131766783720558;0.997784803188562;1.8091601351755522;NS/NC;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NO INTERESADO;NO PROBABLE;JXC
674.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;8 - En blanco o no irá a votar;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Abogado;;4 - Ns/Nc;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;1.07233112362123;1.0124236288226396;1.86741843779239;1.890618551320076;0.972752651427518;1.839104208634657;1.00242436691201;1.8435628720258093;1.01849078665879;1.8776517997845046;0.997784803188562;1.873492431504631;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NS/NC;POSITIVA;POSITIVA;INTERESADO;PROBABLE;JXC
1211.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;2 - Podría llegar a votarlo;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.946902199620489;0.8940019924466316;1.86741843779239;1.6694758041179727;1.02984047456201;1.7192937543826463;1.00242436691201;1.7234619532727973;0.983517679752162;1.6950553014239906;0.997784803188562;1.6913004203250652;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;INTERESADO;PROBABLE;JXC
1336.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;2 - Podría llegar a votarlo;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.98364126532018;0.9286885714294615;1.86741843779239;1.7342501612544512;1.00540427420733;1.7436225246699764;1.00242436691201;1.7478497054258217;0.983517679752162;1.719041086835904;0.997784803188562;1.7152330725016143;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;INTERESADO;PROBABLE;JXC
1397.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;1 - Hombre;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;2 - Algo positiva;4 - No sabe/ no tiene opinión formada;4 - No sabe;3 - Nunca lo votaría;4 - No sabe;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;4 - Ciencia Política;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;3 - Es poco probable que vaya a votar;4- Nada interesado;1.00271180904523;0.946902199620489;0.9494700175703681;1.86741843779239;1.7730578169419697;1.02984047456201;1.8259667036253995;0.998297894833141;1.8228587162646461;1.01849078665879;1.8565648078962116;0.997784803188562;1.852452151453532;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NS/NC;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NO INTERESADO;NO PROBABLE;JXC
123.0;Corrientes;NEA;5;Ciudades Grandes;;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;1 - Muy positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;1 - Seguro lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;0.98364126532018;0.9286885714294615;1.86741843779239;1.7342501612544512;1.00540427420733;1.7436225246699764;1.00242436691201;1.7478497054258217;0.983517679752162;1.719041086835904;0.997784803188562;1.7152330725016143;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;INTERESADO;PROBABLE;JXC
879.0;Corrientes;NEA;5;Ciudades Grandes;;;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;0.946902199620489;0.8940019924466316;1.86741843779239;1.6694758041179727;1.02984047456201;1.7192937543826463;1.00242436691201;1.7234619532727973;0.983517679752162;1.6950553014239906;0.997784803188562;1.6913004203250652;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;;;;;INTERESADO;PROBABLE;JXC
1341.0;Corrientes;NEA;5;Ciudades Grandes;;;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;2 - Es bastante probable que vaya a votar;3 - Poco interesado;0.944133399209486;1.07233112362123;1.0124236288226396;1.86741843779239;1.890618551320076;0.972752651427518;1.839104208634657;1.00242436691201;1.8435628720258093;0.983517679752162;1.8131766783720558;0.997784803188562;1.8091601351755522;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;JXC
829.0;Resistencia;NEA;5;Ciudades Grandes;;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Ingeniero;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.05417449799197;0.98364126532018;1.036929537073087;1.86741843779239;1.9363813362218103;1.00540427420733;1.946846071932709;0.998696387767693;1.9443081395789186;0.983517679752162;1.9122614301619008;0.997784803188562;1.9080253947391703;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;JXC
181.0;Bahía Blanca;Interior PBA;5;Ciudades Grandes;4;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;4 - No sabe;3 - Nunca lo votaría;4 - No sabe;1 - Juntos de Larreta y Bullrich;2 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;6 - Otro;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;7 - Ns/Nc;;1 - Seguro lo votaría;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;1 - Horacio Rodríguez Larreta y Diego Santilli por Juntos por el Cambio;3 - No, no cortaría boleta.;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;3 - Es poco probable que vaya a votar;4- Nada interesado;0.944133399209486;0.98364126532018;0.9286885714294615;1.86741843779239;1.7342501612544512;1.00540427420733;1.7436225246699764;1.00242436691201;1.7478497054258217;0.983517679752162;1.719041086835904;0.997784803188562;1.7152330725016143;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NS/NC;NS/NC;NS/NC;NO INTERESADO;NO PROBABLE;JXC
