metodo;plaza;region;sexo;edad;educacion;imagen_massa;imagen_milei;teme;votara_milei;votara_massa;ballotage_votara;votara_hoy;p9_p10;combinada;general_voto;weight1;weight2;cr1;cr2;cr3;cr4;cr5;cr6;cr7;cr8;cr9;cr10;cr11
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Javier Milei de la Libertad Avanza;0.99422;1.46368;Femenino;30-49;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Milei
Presencial;GBA;Gba;Femenino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.99248;1.07359;Femenino;24-29;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.33833;1.5575;Femenino;30-49;Primario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.68904;0.76592;Femenino;50 y más;Terciario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;24 a 29;Nivel Primario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.27602;1.40468;Masculino;24-29;Primario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.11672;1.19706;Masculino;16-23;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.27825;1.47999;Masculino;30-49;Primario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.89759;0.9945;Masculino;50 y más;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;Javier Milei de la Libertad Avanza;1.20826;1.7719;Masculino;50 y más;Primario;Gba;Negativa;Negativa;Massa;Nunca;Nunca;Indeciso/Blano/No;Milei
Presencial;La Plata;Interior PBA;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.94032;1.28346;Masculino;24-29;Secundario;Interior PBA;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
Presencial;La Plata;Interior PBA;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Sergio Massa;Podría llegar a votarlo;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.94197;1.04506;Masculino;30-49;Secundario;Interior PBA;Positiva;Negativa;Massa;Podría;Podría;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.69065;0.7648;Masculino;30-49;Terciario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.65283;0.70762;Masculino;50 y más;Terciario;Interior PBA;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.89039;0.96693;Masculino;50 y más;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72896;0.86118;Femenino;30-49;Terciario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
Presencial;La Plata;Interior PBA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Que gane Javier Milei;Seguro lo votaría;Podría llegar a votarlo;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72185;0.79469;Femenino;24-29;Terciario;Interior PBA;Negativa;Negativa;Milei;Seguro;Podría;Milei;Bullrich
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Está indeciso;Indeciso;Está indeciso;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;0.89759;0.64297;Masculino;50 y más;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Podría;Indeciso/Blano/No;Schiaretti
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.99422;1.13115;Femenino;30-49;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
Presencial;La Plata;Interior PBA;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;No sabe/ no tiene opinión formada;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72312;0.8373;Femenino;30-49;Terciario;Interior PBA;Negativa;Negativa;;Podría;Nunca;Milei;Bullrich
Presencial;La Plata;Interior PBA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.98624;1.09979;Femenino;30-49;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Femenino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo negativa;Que gane Javier Milei;Podría llegar a votarlo;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Myriam Bregman del Frente de Izquierda;1.26504;1.01167;Femenino;50 y más;Primario;Gba;Negativa;Negativa;Milei;Podría;Podría;Massa;Bregman
Presencial;La Plata;Interior PBA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.68352;0.74468;Femenino;50 y más;Terciario;Interior PBA;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Femenino;24 a 29;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;No sabe/ está indeciso;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.33599;1.53784;Femenino;24-29;Primario;Gba;Positiva;Positiva;Massa;Podría;;Milei;Bullrich
Presencial;La Plata;Interior PBA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.68352;0.7747;Femenino;50 y más;Terciario;Interior PBA;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
Presencial;GBA;Gba;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;No fué a votar;0.94793;0.10164;Masculino;24-29;Secundario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;No fue
Presencial;GBA;Gba;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.94793;1.32006;Masculino;24-29;Secundario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
Presencial;GBA;Gba;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;No sabe/ está indeciso;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.94959;1.11819;Masculino;30-49;Secundario;Gba;Positiva;Positiva;Massa;Podría;;Milei;Bullrich
Presencial;GBA;Gba;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.16921;1.25975;Femenino;16-23;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;No sabe/ está indeciso;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.65811;0.75714;Masculino;50 y más;Terciario;Gba;Positiva;Positiva;Massa;Podría;;Milei;Bullrich
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.72896;1.07116;Femenino;30-49;Terciario;Gba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Milei
Presencial;GBA;Gba;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;0.93977;0.67664;Femenino;50 y más;Secundario;Gba;Negativa;Negativa;Massa;Podría;Nunca;Milei;Schiaretti
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Las dos posibilidades me dan el mismo miedo;No sabe/ está indeciso;No sabe/ está indeciso;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72896;0.86118;Femenino;30-49;Terciario;Gba;Positiva;Positiva;Massa;;;Milei;Bullrich
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;1.20826;0.88531;Masculino;50 y más;Primario;Gba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Schiaretti
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.33833;1.6203;Femenino;30-49;Primario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
Presencial;GBA;Gba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Myriam Bregman del Frente de Izquierda;0.72896;0.58114;Femenino;30-49;Terciario;Gba;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Bregman
Presencial;Pehuajó;Interior PBA;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.93224;1.01757;Femenino;50 y más;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Pehuajó;Interior PBA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.72185;0.98846;Femenino;24-29;Terciario;Interior PBA;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.20826;1.42455;Masculino;50 y más;Primario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
Presencial;Pehuajó;Interior PBA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.19857;1.33138;Masculino;50 y más;Primario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Pehuajó;Interior PBA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Myriam Bregman del Frente de Izquierda;0.98624;0.77209;Femenino;30-49;Secundario;Interior PBA;Negativa;Negativa;Milei;Nunca;Podría;Massa;Bregman
Presencial;GBA;Gba;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.27825;1.47999;Masculino;30-49;Primario;Gba;Negativa;Negativa;Milei;Nunca;Podría;Massa;Massa
Presencial;GBA;Gba;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.20826;1.36934;Masculino;50 y más;Primario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;GBA;Gba;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.11672;1.19706;Masculino;16-23;Secundario;Gba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Pehuajó;Interior PBA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;1.19857;0.86077;Masculino;50 y más;Primario;Interior PBA;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Schiaretti
Presencial;Pehuajó;Interior PBA;Femenino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.2549;1.40111;Femenino;50 y más;Primario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Pehuajó;Interior PBA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Que gane Javier Milei;Podría llegar a votarlo;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;No fué a votar;0.69065;0.0762;Masculino;30-49;Terciario;Interior PBA;Negativa;Negativa;Milei;Podría;Podría;Massa;No fue
Presencial;Pehuajó;Interior PBA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.15984;1.58489;Femenino;16-23;Secundario;Interior PBA;Positiva;Positiva;Massa;Podría;Nunca;Milei;Milei
Presencial;Pehuajó;Interior PBA;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;No fué a votar;1.268;0.14336;Masculino;30-49;Primario;Interior PBA;Negativa;Positiva;Massa;Seguro;Nunca;Milei;No fue
Presencial;Pehuajó;Interior PBA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Votó en blanco;0.98624;0.47631;Femenino;30-49;Secundario;Interior PBA;Negativa;Positiva;Massa;Nunca;Podría;Massa;Blanco
Presencial;Pehuajó;Interior PBA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.19857;1.33138;Masculino;50 y más;Primario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.85039;0.89636;Femenino;16-23;Terciario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Javier Milei;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Sergio Massa de Unión por la Patria;1.3276;1.51432;Femenino;30-49;Primario;Interior PBA;Negativa;Negativa;Milei;Podría;Nunca;Milei;Massa
Presencial;La Plata;Interior PBA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Que gane Javier Milei;Seguro lo votaría;Podría llegar a votarlo;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72185;0.79469;Femenino;24-29;Terciario;Interior PBA;Negativa;Negativa;Milei;Seguro;Podría;Milei;Bullrich
Presencial;La Plata;Interior PBA;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.3276;1.95949;Femenino;30-49;Primario;Interior PBA;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
Presencial;La Plata;Interior PBA;Femenino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Votó en blanco;1.2549;0.6068;Femenino;50 y más;Primario;Interior PBA;Negativa;Positiva;Massa;Podría;Nunca;Milei;Blanco
Presencial;La Plata;Interior PBA;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Patricia Bullrich de Juntos por el cambio;1.10777;1.21079;Masculino;16-23;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Podría;Massa;Bullrich
Presencial;La Plata;Interior PBA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.19857;1.33138;Masculino;50 y más;Primario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.94197;1.04506;Masculino;30-49;Secundario;Interior PBA;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.69065;0.7648;Masculino;30-49;Terciario;Interior PBA;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.69065;0.7648;Masculino;30-49;Terciario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;La Plata;Interior PBA;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Javier Milei de la Libertad Avanza;0.72312;1.04146;Femenino;30-49;Terciario;Interior PBA;Negativa;Negativa;Massa;Seguro;Nunca;Massa;Milei
Presencial;Paraná;Centro;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;No sabe/ está indeciso;No sabe/ está indeciso;Está indeciso;Indeciso;Está indeciso;Está indeciso;Juan Schiaretti de Hacemos por nuestro país;0.76098;0.56214;Femenino;30-49;Terciario;Centro;Negativa;Negativa;Massa;;;Indeciso/Blano/No;Schiaretti
Presencial;Paraná;Centro;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.9913;1.17449;Masculino;30-49;Secundario;Centro;Negativa;Negativa;Massa;Podría;Nunca;Milei;Bullrich
Presencial;Paraná;Centro;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.03789;1.1881;Femenino;30-49;Secundario;Centro;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Paraná;Centro;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.98106;1.09928;Femenino;50 y más;Secundario;Centro;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
Presencial;Paraná;Centro;Masculino;24 a 29;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo positiva;Las dos posibilidades me dan el mismo miedo;No sabe/ está indeciso;No sabe/ está indeciso;Votará en blanco;;Votará en blanco;Votará en blanco;Votó en blanco;1.33207;0.63898;Masculino;24-29;Primario;Centro;Positiva;Positiva;Massa;;;Indeciso/Blano/No;Blanco
Presencial;Paraná;Centro;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.93702;1.08668;Masculino;50 y más;Secundario;Centro;Negativa;Positiva;Massa;Podría;Nunca;Milei;Bullrich
Presencial;Paraná;Centro;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.71931;0.80448;Femenino;50 y más;Terciario;Centro;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
Presencial;Paraná;Centro;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;0.72682;0.53416;Masculino;30-49;Terciario;Centro;Negativa;Negativa;Milei;Nunca;Podría;Massa;Schiaretti
