plaza;estrato1;estrato;partidogba;Sexo;Edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;ESPACIO;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;PROBAB;p37;INTERES;zona;LARRETA;MACRI;MILEI;CRISTINA;MASSA;MORALES;BULLRICH;KICILLOF;SANTILLI;GRINDETTI;PIPARO;weight
Gral Alvarado;7;5;;1 - Hombre;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;2.13944133
Gral Alvarado;7;5;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Siga gobernando el peronismo;1 - Seguro lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - Ciencia Política;;1 - Seguro lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;1.69099956
Gral Alvarado;7;5;;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;5 - Ns/Nc;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;3 - Gobierne un partido político nuevo;4 - No sabe;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;7 - Ns/Nc;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Ns Nr;Negativo;Ns Nr;Positivo;Positivo;Ns Nr;Ns Nr;Ns Nr;Ns Nr;Ns Nr;Ns Nr;1.6738611509999999
Carlos Casares;8;6;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;4 - No sabe;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;4 - No sabe;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Positivo;Negativo;Positivo;Negativo;Positivo;Ns Nr;Positivo;Positivo;Ns Nr;Ns Nr;Ns Nr;3.2924702400000005
Carlos Casares;8;6;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;4 - No sabe;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Ns Nr;Negativo;Negativo;Negativo;Negativo;Ns Nr;Ns Nr;Positivo;Ns Nr;Ns Nr;Ns Nr;3.6227624240000003
Carlos Casares;8;6;;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Negativo;Negativo;Negativo;Positivo;Positivo;Ns Nr;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;3.2591008039999996
Carlos Casares;8;6;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Negativo;Negativo;Negativo;Positivo;Positivo;Ns Nr;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;3.9545430599999998
Gonzales Moreno;8;7;;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;2 - Algo interesado;Interesado;Interior;Ns Nr;Positivo;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;Ns Nr;Ns Nr;Ns Nr;Ns Nr;0.90077016
Gba;2;1;Merlo;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;4 - Ciencia Política;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Negativo;Negativo;Negativo;Positivo;Positivo;Negativo;Negativo;Positivo;Positivo;Negativo;Negativo;0.8830836384
Gba;2;1;San Miguel;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - No sabe/ no tiene opinión formada;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;1.0606602396
Mercedes;7;1;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Negativo;Negativo;Ns Nr;Negativo;Positivo;Ns Nr;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;0.97167232784
Gba;2;1;Ituzaingo;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Seguro lo votaría;2 - Posiblemente lo votaria;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Negativo;Negativo;Negativo;Positivo;Positivo;Ns Nr;Negativo;Positivo;Negativo;Ns Nr;Ns Nr;0.97167232784
Gba;2;1;Moron;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Economista;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Negativo;Negativo;Ns Nr;Positivo;Positivo;Positivo;Positivo;Positivo;Positivo;Negativo;Negativo;1.1172715112000002
Gba;2;1;Merlo;2 - Mujer;1 - 18 a 29;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - No sabe;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Ns Nr;Negativo;Negativo;Positivo;Positivo;Ns Nr;Ns Nr;Positivo;Ns Nr;Ns Nr;Negativo;0.9224384527200001
Gba;2;1;San Martin;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;8 - No sabe / Está indeciso;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;UP;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;2 - Diego Santilli por Juntos;7 - No sabe / Está indeciso;2 - Diego Santilli por Juntos;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;3 - Poco interesado;No interesado;Primera;Positivo;Positivo;Negativo;Negativo;Positivo;Ns Nr;Positivo;Negativo;Positivo;Ns Nr;Negativo;0.87413351864
