fecha;metodo;comuna;sexo;edad;estudios;imagen_bulrich;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_masa;votaria_lousteau;votaria_jorge_macri;P12;P13;votaria_nacional;sufragara_paso;Voto_2021;pon2
2023-08-13;Presencial;Comuna 01;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Otro;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.02217
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.8454
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.91752
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.91752
2023-08-13;Presencial;Comuna 01;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo negativa;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.77296
2023-08-13;Presencial;Comuna 01;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.76072
2023-08-13;Presencial;Comuna 01;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.9956
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.07576
2023-08-13;Presencial;Comuna 03;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Algo positiva;Seguro lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;1.95345
2023-08-13;Presencial;Comuna 03;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.18771
2023-08-13;Presencial;Comuna 03;Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;No sabe/ No contesta;2.31878
2023-08-13;Presencial;Comuna 03;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Otro;Muy probable;Leandro Santoro del Frente de Todos;1.84994
2023-08-13;Presencial;Comuna 03;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.30336
2023-08-13;Presencial;Comuna 03;Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Algo negativa;Muy Negativa;Seguro lo votaría;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;2.40972
2023-08-13;Presencial;Comuna 03;Femenino;18-29;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;No sabe/ No contesta;2.31878
2023-08-13;Presencial;Comuna 03;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Muy Positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.92249
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;1.9699
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.79293
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.92256
2023-08-13;Presencial;Comuna 04;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Muy Positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;No sabe - No tiene opinión formada;No sabe/No contesta;No, no haría eso;No sabe / No contesta;Muy probable;No sabe/ No contesta;0.83775
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.68658
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.009
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.68658
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.009
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;0.79293
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.87176
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.95554
2023-08-13;Presencial;Comuna 04;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;1.09509
2023-08-13;Presencial;Comuna 04;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;0.78037
2023-08-13;Presencial;Comuna 04;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Muy Positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.86059
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;No sabe / No contesta;Muy probable;No sabe/ No contesta;1.04857
2023-08-13;Presencial;Comuna 04;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.725
2023-08-13;Presencial;Comuna 04;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;En blanco;1.009
2023-08-13;Presencial;Comuna 04;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Leandro Santoro del Frente de Todos;0.71351
2023-08-13;Presencial;Comuna 05;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.04053
2023-08-13;Presencial;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy Negativa;Muy Positiva;Muy Negativa;Algo positiva;Seguro lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.87366
2023-08-13;Presencial;Comuna 05;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.15533
2023-08-13;Presencial;Comuna 05;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;En blanco;0.90792
2023-08-13;Presencial;Comuna 05;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84351
2023-08-13;Presencial;Comuna 05;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy Negativa;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;1.32407
2023-08-13;Presencial;Comuna 05;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.07336
2023-08-13;Presencial;Comuna 05;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;En blanco;0.83014
2023-08-13;Presencial;Comuna 05;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Muy Positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;2.06233
2023-08-13;Presencial;Comuna 06;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.94007
2023-08-13;Presencial;Comuna 06;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.90189
2023-08-13;Presencial;Comuna 06;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.99372
2023-08-13;Presencial;Comuna 06;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.03362
2023-08-13;Presencial;Comuna 06;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Muy Negativa;Muy Negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;No sabe / No contesta;Muy probable;Leandro Santoro del Frente de Todos;1.03362
2023-08-13;Presencial;Comuna 06;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Muy Negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;1.03362
