fecha;metodo;comuna;sexo;edad;estudios;imagen_bulrich;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_masa;votaria_lousteau;votaria_jorge_macri;P12;P13;votaria_nacional;sufragara_paso;Voto_2021;pon2
2023-08-13;Presencial;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.77542
2023-08-13;Presencial;Comuna 11;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;1.17125
2023-08-13;Presencial;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.80583
2023-08-13;Presencial;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Muy Negativa;No sabe - No tiene opinión formada;No sabe - No tiene opinión formada;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.73433
2023-08-13;Presencial;Comuna 11;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;En blanco;0.98672
2023-08-13;Presencial;Comuna 11;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo negativa;No conoce o no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;1.99525
2023-08-13;Presencial;Comuna 11;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Algo positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No sabe - Está indeciso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Leandro Santoro del Frente de Todos;1.17125
2023-08-13;Presencial;Comuna 11;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.12151
2023-08-13;Presencial;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.80314
2023-08-13;Presencial;Comuna 11;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.88134
2023-08-13;Presencial;Comuna 11;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;No sabe/ No contesta;0.95654
2023-08-13;Presencial;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Algo positiva;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.80314
2023-08-13;Presencial;Comuna 15;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;En blanco/No votaría;No, no haría eso;En blanco/ No votaría;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.62372
2023-08-13;Presencial;Comuna 15;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Muy Positiva;No conoce o no tiene opinión formada;Muy Negativa;Seguro lo votaría;No sabe - No tiene opinión formada;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.90806
2023-08-13;Presencial;Comuna 15;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.73906
2023-08-13;Presencial;Comuna 15;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.11633
2023-08-13;Presencial;Comuna 15;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.01226
2023-08-13;Presencial;Comuna 15;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;No sabe - No tiene opinión formada;Podría llegar a votarlo;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.83605
2023-08-13;Presencial;Comuna 15;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;No conoce o no tiene opinión formada;Algo negativa;No conoce o no tiene opinión formada;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;No sabe/ No contesta;0.87728
2023-08-13;Presencial;Comuna 15;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.76548
2023-08-13;Presencial;Comuna 15;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;En blanco;1.17879
2023-08-13;Presencial;Comuna 15;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;Javier Milei de Libertad Avanza;0.94044
2023-08-13;Presencial;Comuna 15;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;En blanco/No votaría;No, no haría eso;En blanco/ No votaría;Muy probable;Luis Zamora de Autodeterminación y Libertad;1.54952
2023-08-13;Presencial;Comuna 15;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.16011
2023-08-13;Presencial;Comuna 15;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.73906
2023-08-13;Presencial;Comuna 15;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;En blanco/ No votaría;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.7955
2023-08-13;Presencial;Comuna 12;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.85581
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.77008
2023-08-13;Presencial;Comuna 12;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.85581
2023-08-13;Presencial;Comuna 12;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.08901
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.84092
2023-08-13;Presencial;Comuna 12;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy Positiva;Algo positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.22827
2023-08-13;Presencial;Comuna 12;Femenino;30-49;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;2.01343
2023-08-13;Presencial;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.81317
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Jorge Macri de Juntos;;No sabe / No contesta;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.74102
2023-08-13;Presencial;Comuna 12;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;En blanco;1.13172
2023-08-13;Presencial;Comuna 12;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.81046
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.74102
2023-08-13;Presencial;Comuna 12;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.08959
2023-08-13;Presencial;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.78248
2023-08-13;Presencial;Comuna 12;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;Gabriel Solano y Vilma Ripoll del Frente de Izquierda Unidad;Muy probable;Luis Zamora de Autodeterminación y Libertad;1.08959
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Negativa;Muy Positiva;Muy Negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;1.84092
2023-08-13;Presencial;Comuna 12;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;No sabe/No contesta;No, no haría eso;No sabe / No contesta;Muy probable;Leandro Santoro del Frente de Todos;0.74715
2023-08-13;Presencial;Comuna 12;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Muy Negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;1.29701
2023-08-13;Presencial;Comuna 12;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;No conoce o no tiene opinión formada;Algo positiva;No conoce o no tiene opinión formada;No conoce o no tiene opinión formada;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.0313
2023-08-13;Presencial;Comuna 12;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.08901
2023-08-13;Presencial;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78248
2023-08-13;Presencial;Comuna 12;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo negativa;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.74102
2023-08-13;Presencial;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo negativa;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78248
2023-08-13;Presencial;Comuna 13;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Muy Positiva;Muy Positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.83345
2023-08-13;Presencial;Comuna 13;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Jorge Adaro del Frente de Izquierda;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.83345
2023-08-13;Presencial;Comuna 13;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.91461
2023-08-13;Presencial;Comuna 13;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84034
2023-08-13;Presencial;Comuna 13;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.15994
2023-08-13;Presencial;Comuna 13;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.32935
2023-08-13;Presencial;Comuna 13;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.88009
2023-08-13;Presencial;Comuna 13;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;No conoce o no tiene opinión formada;Muy Negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;No sabe/No contesta;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Luis Zamora de Autodeterminación y Libertad;1.06933
2023-08-13;Presencial;Comuna 13;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.06056
2023-08-13;Presencial;Comuna 13;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;1.40374
2023-08-13;Presencial;Comuna 13;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.22485
2023-08-13;Presencial;Comuna 13;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;1.40374
2023-08-13;Presencial;Comuna 13;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Algo negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Leandro Santoro del Frente de Todos;1.45879
2023-08-13;Presencial;Comuna 13;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;No sabe/ No contesta;1.20543
2023-08-13;Presencial;Comuna 13;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;2.18642
2023-08-13;Presencial;Comuna 01;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.93147
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.07576
2023-08-13;Presencial;Comuna 01;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.01875
2023-08-13;Presencial;Comuna 01;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.91752
2023-08-13;Presencial;Comuna 01;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;Si, haría eso para evitar que Jorge Macri sea electo;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Leandro Santoro del Frente de Todos;1.01875
2023-08-13;Presencial;Comuna 01;Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;2.10023
2023-08-13;Presencial;Comuna 01;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.23287
