P2;P3a;P4;P4.1;P5;P6;P7;Ponde;Ponde2;Sociodemografico;PondeJdg;SoloJGB;EdadmasJGB;EdadJGB
Masculino;18-29;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Vanina Biasi o Adaro del FIT;1.7;6.84;2.0;1.7;0.78;2.2;0.78
Masculino;18-29;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ no contesta;En blanco/ No votaría;En blanco/ No votaría;1.8;7.14;2.0;1.7;1.0;2.3;1.0
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;Otro;Vanina Biasi o Adaro del FIT;0.8;4.41;1.1;0.8;0.78;0.9;0.78
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Javier Milei y Victoria Villarruel de La Libertad Avanza;M Lousteau de JXC;1.1;4.31;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;No sabe/ No tiene opinión formada;1.0;4.21;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;0.8;4.41;1.1;0.8;0.87;1.0;0.87
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.1;4.61;1.1;1.2;1.32;1.2;1.32
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.1;4.31;1.1;1.0;0.87;1.0;0.87
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;0.9;4.61;1.1;0.8;1.0;1.0;1.0
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ No tiene opinión formada;1.1;4.31;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.1;4.31;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;4.31;1.1;0.9;1.05;1.1;1.05
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Otros;1.0;3.91;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;1.0;4.21;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.7;3.81;1.0;0.7;0.87;0.8;0.87
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;En blanco/ No votaría;1.0;3.91;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;En blanco/ No votaría;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.0;4.01;1.0;0.9;0.87;0.8;0.87
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;M Lousteau de JXC;0.7;3.81;1.0;0.9;1.72;1.2;1.72
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.91;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;En blanco/ No votaría;En blanco/ No votaría;1.0;3.91;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Myriam Bregman;No sabe/ no contesta;Otro;Otros;1.3;6.11;1.0;0.7;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;M Lousteau de JXC;0.9;3.81;1.0;1.2;1.72;1.2;1.72
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ No tiene opinión formada;1.0;4.01;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.7;3.81;1.0;0.7;0.87;0.8;0.87
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Ramiro Marra de la Libertad avanza;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.91;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.9;3.81;1.0;1.2;1.72;1.2;1.72
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.4;6.76;2.0;1.4;0.87;2.2;0.87
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;1.8;7.16;2.0;1.7;1.0;2.3;1.0
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.8;7.16;2.0;1.8;1.32;2.5;1.32
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;En blanco/ No votaría;En blanco/ No votaría;1.5;6.86;2.0;1.5;1.0;2.3;1.0
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;1.8;7.16;2.0;1.7;1.0;2.3;1.0
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Otros;1.7;6.86;2.0;1.7;1.0;2.3;1.0
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.5;7.16;2.0;1.6;1.32;2.5;1.32
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.8;7.16;2.0;1.8;1.32;2.5;1.32
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.7;6.76;2.0;1.7;1.05;2.3;1.05
Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.5;7.16;2.0;1.6;1.32;2.5;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;No sabe / No contesta;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;1.1;4.43;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.33;1.1;1.1;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.8;4.33;1.1;0.9;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;Otro;Otros;1.1;4.43;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;1.1;4.33;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;4.23;1.1;0.8;0.87;1.0;0.87
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.33;1.1;1.1;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Otros;1.1;4.63;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;4.63;1.1;0.9;1.32;1.2;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.33;1.1;1.1;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;M Lousteau de JXC;1.0;4.23;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Vanina Biasi del FIT;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;4.63;1.1;0.9;1.32;1.2;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;Otro;Otros;1.0;4.23;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Leandro Santoro de Unión por la Patria;En blanco/ No votaría;En blanco/ No votaría;1.1;4.63;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.8;4.23;1.1;0.8;0.87;1.0;0.87
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;M Lousteau de JXC;1.1;4.33;1.1;1.3;1.72;1.4;1.72
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Leandro Santoro de UPX;1.1;4.63;1.1;1.1;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;4.63;1.1;0.9;1.32;1.2;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de Juntos;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.1;4.33;1.1;1.1;0.87;1.0;0.87
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ no contesta;Javier Milei y Victoria Villarruel de La Libertad Avanza;No sabe/ No tiene opinión formada;1.1;4.63;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;En blanco/ No votaría;Ramiro Marra de LA;0.9;4.63;1.1;0.9;1.32;1.2;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;1.1;4.63;1.1;1.1;0.87;1.0;0.87
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;En blanco/ No votaría;1.1;4.43;1.1;1.1;1.0;1.0;1.0
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;4.63;1.1;0.9;1.32;1.2;1.32
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.1;4.33;1.1;1.1;1.05;1.1;1.05
Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;No sabe / No contesta;Otros;1.0;4.23;1.1;1.1;1.0;1.0;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.8;4.23;1.0;0.8;1.32;1.0;1.32
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;En blanco/ No votaría;1.0;4.23;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.93;1.0;0.8;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;1.0;4.23;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Leandro Santoro de Unión por la Patria;Javier Milei y Victoria Villarruel de La Libertad Avanza;Leandro Santoro de UPX;1.0;4.23;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Horacio R Larreta;Jorge Macri de JXC;0.7;3.83;1.0;0.7;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;En blanco/ No votaría;Patricia Bullrich por Juntos por el Cambio;En blanco/ No votaría;0.9;3.83;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;No sabe/ no contesta;Javier Milei y Victoria Villarruel de La Libertad Avanza;Otros;0.7;3.83;1.0;0.7;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.9;3.83;1.0;1.2;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.0;4.23;1.0;1.1;1.32;1.0;1.32
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;Horacio R Larreta;M Lousteau de JXC;0.7;4.03;1.0;0.9;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;0.9;3.83;1.0;1.1;1.32;1.0;1.32
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Horacio R Larreta;M Lousteau de JXC;0.7;3.93;1.0;0.9;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;En blanco/ No votaría;En blanco/ No votaría;0.9;3.83;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.7;3.83;1.0;0.7;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Jorge Macri de JXC;1.0;4.23;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.93;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.7;3.83;1.0;0.9;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.93;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;M Lousteau de JXC;0.9;3.83;1.0;1.2;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.83;1.0;0.8;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;Javier Milei y Victoria Villarruel de La Libertad Avanza;En blanco/ No votaría;1.0;4.23;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;No sabe / No contesta;No sabe/ no contesta;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Otros;0.9;3.83;1.0;1.0;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;En blanco/ No votaría;No sabe/ no contesta;Otro;Otros;0.7;4.03;1.0;0.7;1.0;0.8;1.0
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Horacio R Larreta;M Lousteau de JXC;1.0;3.93;1.0;1.2;1.72;1.2;1.72
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;0.7;3.93;1.0;0.8;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.0;3.93;1.0;1.0;1.05;0.9;1.05
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Myriam Bregman;Vanina Biasi del FIT;Myriam Bregman o Solano por el FIT;Vanina Biasi o Adaro del FIT;1.3;6.13;1.0;0.7;0.78;0.7;0.78
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.0;4.23;1.0;1.1;1.32;1.0;1.32
Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;0.9;3.83;1.0;1.0;0.87;0.8;0.87
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.4;6.63;1.8;1.4;1.32;2.5;1.32
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de LA;1.6;6.63;1.8;1.7;1.32;2.5;1.32
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.6;6.33;1.8;1.6;1.05;2.3;1.05
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Patricia Bullrich;Jorge Macri de Juntos;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.3;6.23;1.8;1.3;0.87;2.2;0.87
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Javier Milei y Victoria Villarruel de La Libertad Avanza;Ramiro Marra de la Libertad avanza;Patricia Bullrich por Juntos por el Cambio;Jorge Macri de JXC;1.6;6.63;1.8;1.6;0.87;2.2;0.87
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Leandro Santoro de Unión por la Patria;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Leandro Santoro de UPX;1.6;6.33;1.8;1.6;1.05;2.3;1.05
Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;En blanco/ No votaría;En blanco/ No votaría;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Jorge Macri de JXC;1.3;6.43;1.8;1.3;0.87;2.2;0.87
